company,job_title,location,company_size,company_type,company_sector,company_industry,company_revenue,job_simpl,seniority,state,salary_estimate,company_founded,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,description_len,company_age,size,type,sector,revenue,zone
Anheuser-Busch,"GLOBAL MGR., DATA SCIENTIST","New York, NY",10000+ Employees,Company - Public,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),data scientist,Senior,NY,137618.0,1852.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,55.0,170.0,Huge company,Company - Public,Industry,$10+ billion (USD),Northeastern
"US News & World Report ,L.P.",Health Data Scientist (Remote),"Washington, DC",201 to 500 Employees,Company - Private,Media & Communication,Publishing,$100 to $500 million (USD),data scientist,Senior,DC,88385.0,1933.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,328.0,89.0,Medium-sized company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Southern
T-Mobile,Junior Data Scientist,"Bellevue, WA",10000+ Employees,Company - Public,Telecommunications,Telecommunications Services,$10+ billion (USD),data scientist,junior,WA,98337.0,2001.0,0.0,3.8,0.0,0.0,0.0,0.0,1.0,0.0,639.0,21.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Western
Roku,"Data Scientist, Analytics","San Jose, CA",1001 to 5000 Employees,Company - Public,Information Technology,Information Technology Support Services,$500 million to $1 billion (USD),data scientist,Senior,CA,158821.0,2002.0,0.0,4.4,1.0,0.0,0.0,0.0,1.0,0.0,551.0,20.0,Large company,Company - Public,IT and Telecommunications,$100 million to $1 billion (USD),Western
Violet Ink,Data Scientist,Remote,1 to 50 Employees,Company - Public,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,mid,Remote,130000.0,2007.0,1.0,4.2,1.0,1.0,1.0,1.0,0.0,1.0,179.0,15.0,Small company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Remote
ADG Tech Consulting,Data Scientist,Remote,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,$5 to $25 million (USD),data scientist,Senior,Remote,120000.0,2009.6,1.0,4.2,1.0,0.0,1.0,0.0,1.0,1.0,218.0,12.4,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote
Slack,"Staff Data Scientist, Customer Experience",Remote,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,mid,Remote,150200.0,2014.0,0.0,4.5,1.0,1.0,0.0,0.0,0.0,1.0,548.0,8.0,Large company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Remote
IBM,2023 Entry Level Associate Data Engineer - Advanced Analytics,"Baton Rouge, LA",10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),data engineer,junior,LA,70785.0,1911.0,0.0,4.1,1.0,1.0,1.0,1.0,0.0,1.0,925.0,111.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern
Allscripts,Data Scientist - Fully Remote,"Boston, MA",5001 to 10000 Employees,Company - Public,Information Technology,Computer Hardware Development,$1 to $5 billion (USD),data scientist,junior,MA,99762.0,1986.0,0.0,3.9,1.0,1.0,1.0,0.0,0.0,1.0,473.0,36.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Northeastern
The Trade Desk,Data Scientist I,"New York, NY",1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$1 to $5 billion (USD),data scientist,Senior,NY,115151.0,2009.0,0.0,4.2,1.0,1.0,0.0,1.0,0.0,1.0,616.0,13.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Northeastern
Yelp,Data Scientist (Remote),Remote,5001 to 10000 Employees,Company - Public,Information Technology,Internet & Web Services,$500 million to $1 billion (USD),data scientist,Senior,Remote,158000.0,2004.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,1.0,520.0,18.0,Large company,Company - Public,IT and Telecommunications,$100 million to $1 billion (USD),Remote
Waymo,Data Scientist,"Mountain View, CA",Unknown,Company - Private,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,data scientist,mid,CA,140505.0,2009.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,587.0,13.0,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
Zenotis Technologies INC,Data Scientist,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,Remote,89700.0,2005.9,1.0,4.08,1.0,0.0,0.0,1.0,0.0,1.0,262.0,16.1,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
HERSHEY MX,Data Scientist Co-Op (Spring 2023),"Hershey, PA",10000+ Employees,Company - Public,Manufacturing,Food & Beverage Manufacturing,$5 to $10 billion (USD),data scientist,Senior,PA,83212.0,1894.0,0.0,3.9,1.0,0.0,0.0,0.0,1.0,1.0,348.0,128.0,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Northeastern
mpathic.ai,Data Scientist,Remote,Unknown,Unknown,Telecommunications,Telecommunications Services,Unknown / Non-Applicable,data scientist,Senior,Remote,140000.0,2008.6,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,548.0,13.4,Unknown size,Other institutions,IT and Telecommunications,Unknown / Non-Applicable,Remote
Data Tecnica,Open opportunity: biomedical data scientist!,"Glen Echo, MD",Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,MD,98828.0,1832.6,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,240.0,189.4,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Southern
Liberty Mutual Insurance,Data Scientist - US Design,Remote,10000+ Employees,Company - Private,Insurance,Insurance Carriers,$10+ billion (USD),data scientist,mid,Remote,124750.0,1912.0,0.0,3.9,1.0,0.0,0.0,0.0,1.0,1.0,452.0,110.0,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Remote
Apptrics LLC,Data Scientist,Remote,Unknown,Company - Public,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,Senior,Remote,190000.0,1899.3,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,193.0,122.7,Unknown size,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Remote
InspiHER Tech,MACHINE LEARNING DATA SCIENTIST - PYTHON AND R,Remote,1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,Less than $1 million (USD),data scientist,Senior,Remote,130000.0,2022.0,0.0,4.0200000000000005,1.0,0.0,0.0,0.0,1.0,1.0,196.0,0.0,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote
BASF Corporation,"Data Scientist, Machine Learning","Morrisville, NC",501 to 1000 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$25 to $100 million (USD),data scientist,junior,NC,100000.0,1999.0,1.0,4.1,1.0,0.0,0.0,0.0,1.0,1.0,303.0,23.0,Large company,Company - Private,Business services,$5 to $100 million (USD),Southern
US Department of Energy - Agency Wide,Data Scientist,"Wallops Island, VA",10000+ Employees,Government,Government & Public Administration,National Agencies,Unknown / Non-Applicable,data scientist,Senior,VA,110520.0,1977.0,0.0,4.1,1.0,0.0,0.0,1.0,0.0,1.0,2781.0,45.0,Huge company,Other institutions,Other sectors,Unknown / Non-Applicable,Southern
OPENMIND TECHNOLOGIES INC,"(Machine Learning / Python) Data Scientist :: San Francisco, CA, Remote",Remote,Unknown,Private Practice / Firm,Information Technology,Enterprise Software & Network Solutions,Unknown / Non-Applicable,data scientist,mid,Remote,190000.0,1899.3,1.0,4.2,1.0,1.0,0.0,0.0,1.0,1.0,68.0,122.7,Unknown size,Other institutions,IT and Telecommunications,Unknown / Non-Applicable,Remote
Johnson & Johnson,Data Scientist co op (Spring/Summer 2023),"Raritan, NJ",10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,mid,NJ,80173.0,1887.0,0.0,4.2,1.0,0.0,0.0,0.0,1.0,1.0,445.0,135.0,Huge company,Company - Public,Healthcare,$10+ billion (USD),Northeastern
Anno.Ai,Retail Data Scientist,"Washington, DC",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,DC,95695.0,1948.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,686.0,74.0,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern
Activision,Data Scientist,"Santa Monica, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Media & Communication,Video Game Publishing,$500 million to $1 billion (USD),data scientist,Senior,CA,133699.0,1979.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,623.0,43.0,Large company,Other institutions,Media and Entertaiment,$100 million to $1 billion (USD),Western
Netflix,Data Scientist 5 - Experimentation & Causal Inference,"Los Gatos, CA",5001 to 10000 Employees,Company - Public,Information Technology,Internet & Web Services,$5 to $10 billion (USD),data scientist,Senior,CA,142470.0,1997.0,0.0,4.3,1.0,0.0,0.0,0.0,0.0,1.0,376.0,25.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western
PLAXONIC,Data Scientist,"Edison, NJ",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,$1 to $5 million (USD),data scientist,Senior,NJ,130000.0,2013.0,0.0,4.6,1.0,0.0,0.0,0.0,0.0,1.0,375.0,9.0,Medium-sized company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Northeastern
FullStack Labs,Data Scientist - Remote - USA,"Jacksonville, FL",201 to 500 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,FL,89862.0,2013.0,0.0,4.7,0.0,0.0,1.0,1.0,0.0,0.0,380.0,9.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Southern
Corteva Agriscience,"Data Scientist, Breeder Analyst (MS/PHD)","Des Moines, IA",10000+ Employees,Company - Public,Agriculture,Farm Support,Unknown / Non-Applicable,data analyst,Senior,IA,89838.0,2019.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,524.0,3.0,Huge company,Company - Public,Other sectors,Unknown / Non-Applicable,Midwestern
Ford Motor Company,Data Scientist,"Dearborn, MI",10000+ Employees,Company - Public,Manufacturing,Transportation Equipment Manufacturing,$10+ billion (USD),data scientist,Senior,MI,95490.0,1903.0,0.0,4.1,1.0,0.0,0.0,0.0,1.0,0.0,322.0,119.0,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern
"Amazon Web Services, Inc.","Data Scientist, BDSI Solutions Prototyping",Remote,10000+ Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),data scientist,Senior,Remote,191100.0,1994.0,0.0,3.8,1.0,0.0,0.0,1.0,0.0,0.0,759.0,28.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Remote
"Amazon Web Services, Inc.","Data Scientist, BDSI Solutions Prototyping",Remote,10000+ Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),data scientist,Senior,Remote,191100.0,1994.0,0.0,3.8,1.0,0.0,0.0,1.0,0.0,0.0,759.0,28.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Remote
Allstate,Lead Climate Data Scientist,Remote,10000+ Employees,Company - Public,Insurance,Insurance Agencies & Brokerages,$10+ billion (USD),data scientist,Senior,Remote,144000.0,1931.0,0.0,3.5,1.0,1.0,0.0,1.0,1.0,1.0,957.0,91.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Remote
Acquisition Solution,Data Scientist,"Arlington, VA",10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),data scientist,Senior,VA,104846.0,1989.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,447.0,33.0,Huge company,Company - Public,Business services,$10+ billion (USD),Southern
UC San Diego,Atmospheric Data Scientist,"San Diego, CA",10000+ Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,data scientist,junior,CA,83250.0,1960.0,0.0,4.2,1.0,0.0,0.0,0.0,1.0,0.0,533.0,62.0,Huge company,Other institutions,Other sectors,Unknown / Non-Applicable,Western
Veracity Software,Jr Data Scientist,"Iselin, NJ",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,junior,NJ,90061.0,2010.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,137.0,12.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
Alldus International Consulting Ltd,Sr. Data Scientist,Remote,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,Remote,185000.0,1690.0,0.0,4.7,1.0,0.0,0.0,0.0,0.0,0.0,166.0,332.0,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote
Northbeam,Data Scientist,"Denver, CO",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,CO,106961.0,1954.4,0.0,4.159999999999999,1.0,0.0,0.0,0.0,0.0,1.0,205.0,67.6,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Western
Radiant,Data scientist/Image Analytics,Remote,201 to 500 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,Unknown / Non-Applicable,data scientist,mid,Remote,170000.0,2000.0,1.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,91.0,22.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote
Twitch,"Data Scientist, Analytics - Trust & Safety","San Francisco, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,CA,160000.0,2011.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,712.0,11.0,Large company,Other institutions,IT and Telecommunications,Unknown / Non-Applicable,Western
Match Inc,Data Scientist,Remote,1 to 50 Employees,Company - Private,Media & Communication,Advertising & Public Relations,$1 to $5 million (USD),data scientist,Senior,Remote,190000.0,1899.3,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,317.0,122.7,Small company,Company - Private,Media and Entertaiment,Less than $5 million (USD),Remote
IBM,Data Scientist,"Monroe, LA",10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),data scientist,Senior,LA,113644.0,1911.0,0.0,4.1,1.0,0.0,1.0,1.0,0.0,1.0,736.0,111.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Southern
MIT Lincoln Laboratory,Associate Staff Member - Data Scientist/Biomedical Engineer,"Lexington, MA",1001 to 5000 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,data scientist,junior,MA,96449.0,1951.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,246.0,71.0,Large company,Other institutions,Other sectors,Unknown / Non-Applicable,Northeastern
"JPMorgan Chase Bank, N.A.",Data Scientist,"Plano, TX",10000+ Employees,Company - Public,Financial Services,Banking & Lending,$10+ billion (USD),data scientist,Senior,TX,102469.0,1799.0,0.0,3.8,0.0,0.0,0.0,0.0,1.0,1.0,528.0,223.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Southern
SAIF,Data Scientist,Remote,501 to 1000 Employees,Nonprofit Organization,Insurance,Insurance Carriers,$500 million to $1 billion (USD),data scientist,mid,Remote,120156.0,1914.0,0.0,3.6,1.0,0.0,0.0,0.0,0.0,1.0,211.0,108.0,Large company,Other institutions,Financial and housing services,$100 million to $1 billion (USD),Remote
Stanford Health Care,Data Scientist - AI/ML,"Palo Alto, CA",10000+ Employees,Hospital,Healthcare,Health Care Services & Hospitals,$1 to $5 billion (USD),data scientist,Senior,CA,134898.0,1957.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,529.0,65.0,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Western
Core Alliance Group Inc,Data Scientist ! Remote_ Looking for W2 Consultants,Remote,1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,$1 to $5 million (USD),data scientist,Senior,Remote,105000.0,2005.0,1.0,4.59,0.0,1.0,0.0,0.0,0.0,0.0,122.0,17.0,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote
Ibotta,Staff Data Scientist,"Denver, CO",501 to 1000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,CO,185000.0,2012.0,0.0,3.8,1.0,1.0,0.0,0.0,1.0,1.0,688.0,10.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
Occam Solutions,Data Scientist,"Tampa, FL",1 to 50 Employees,Company - Private,Management & Consulting,Business Consulting,$5 to $25 million (USD),data scientist,Senior,FL,99218.0,1972.3,0.0,3.9,1.0,0.0,0.0,0.0,0.0,0.0,211.0,49.7,Small company,Company - Private,Business services,$5 to $100 million (USD),Southern
Sceye,Data Scientist/Meteorologist,"Moriarty, NM",1 to 50 Employees,Company - Private,Aerospace & Defense,Transportation Equipment Manufacturing,$1 to $5 million (USD),data scientist,mid,NM,140000.0,2014.0,0.0,4.33,1.0,0.0,0.0,1.0,0.0,0.0,377.0,8.0,Small company,Company - Private,Other sectors,Less than $5 million (USD),Western
Expert Technical Solutions,Data Scientist,Remote,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,Remote,160000.0,2004.5,0.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,287.0,17.5,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote
FriendFinder Networks,Remote Data Scientist,Remote,201 to 500 Employees,Company - Private,Information Technology,Internet & Web Services,$25 to $100 million (USD),data scientist,Senior,Remote,115000.0,1996.0,0.0,2.8,1.0,0.0,0.0,0.0,1.0,1.0,593.0,26.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote
Attunely,Sr. Data Scientist,Remote,1 to 50 Employees,Company - Private,Financial Services,Computer Hardware Development,$1 to $5 million (USD),data scientist,Senior,Remote,166400.0,2018.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,556.0,4.0,Small company,Company - Private,Financial and housing services,Less than $5 million (USD),Remote
eBay Inc.,Data Scientist/Applied Researcher,"San Francisco, CA",10000+ Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),data scientist,mid,CA,149627.0,1995.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,440.0,27.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Western
Faire,Data Scientist - Search & Recommendation,"San Francisco, CA",201 to 500 Employees,Company - Private,Retail & Wholesale,Wholesale,Unknown / Non-Applicable,data scientist,Senior,CA,132791.0,2017.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,740.0,5.0,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Western
Braintrust,Data Engineer,Remote,Unknown,Company - Private,Management & Consulting,Business Consulting,$5 to $25 million (USD),data engineer,Senior,Remote,170000.0,2018.0,1.0,4.6,1.0,0.0,1.0,0.0,0.0,0.0,284.0,4.0,Unknown size,Company - Private,Business services,$5 to $100 million (USD),Remote
Vision,Director of Data Scientist,Remote,501 to 1000 Employees,Company - Private,Media & Communication,Advertising & Public Relations,Unknown / Non-Applicable,data scientist,Senior,Remote,134321.0,1928.1,0.0,3.8,1.0,0.0,1.0,1.0,1.0,1.0,437.0,93.9,Large company,Company - Private,Media and Entertaiment,Unknown / Non-Applicable,Remote
LeanTaaS,"Data Scientist (full-time, one position)","Santa Clara, CA",201 to 500 Employees,Company - Private,Information Technology,Software Development,$25 to $100 million (USD),data scientist,mid,CA,116987.0,2010.0,0.0,3.9,1.0,0.0,0.0,1.0,0.0,1.0,360.0,12.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western
Boston Scientific Corporation,Principal Data Scientist,"Arden Hills, MN",10000+ Employees,Company - Public,Manufacturing,Health Care Products Manufacturing,$10+ billion (USD),data scientist,Senior,MN,113641.0,1979.0,0.0,4.2,1.0,0.0,1.0,0.0,0.0,0.0,560.0,43.0,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern
Longevity InTime,Computer Vision ML Engineer Data Scientist,Remote,1 to 50 Employees,Company - Public,Healthcare,Health Care Services & Hospitals,Unknown / Non-Applicable,data scientist,Senior,Remote,125000.0,1977.3,0.0,3.9,1.0,0.0,0.0,0.0,0.0,0.0,493.0,44.7,Small company,Company - Public,Healthcare,Unknown / Non-Applicable,Remote
Improvix Technologies,Data Scientist (Remote),"Reston, VA",51 to 200 Employees,Company - Public,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,mid,VA,92169.0,2012.0,0.0,4.6,1.0,1.0,0.0,1.0,0.0,0.0,127.0,10.0,Medium-sized company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Southern
Logistics Management Institute,Junior Data Scientist,"Camp Lejeune, NC",1001 to 5000 Employees,Company - Private,Management & Consulting,Business Consulting,$100 to $500 million (USD),data scientist,junior,NC,96278.0,1961.0,0.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,366.0,61.0,Large company,Company - Private,Business services,$100 million to $1 billion (USD),Southern
Beck's Hybrids,Data Scientist & Statistician,"Atlanta, IN",501 to 1000 Employees,Company - Private,Agriculture,Farm Support,$25 to $100 million (USD),data scientist,mid,IN,94485.0,1937.0,0.0,4.7,1.0,0.0,0.0,0.0,0.0,1.0,173.0,85.0,Large company,Company - Private,Other sectors,$5 to $100 million (USD),Midwestern
Amex,Data Scientist - Global Decision Science,"New York, NY",10000+ Employees,Company - Public,Financial Services,Financial Transaction Processing,$10+ billion (USD),data scientist,Senior,NY,127500.0,1850.0,0.0,4.3,1.0,0.0,0.0,0.0,1.0,1.0,608.0,172.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
Sysco,Data Scientist,"Houston, TX",10000+ Employees,Company - Public,Retail & Wholesale,Wholesale,$10+ billion (USD),data scientist,Senior,TX,94113.0,1969.0,0.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0,552.0,53.0,Huge company,Company - Public,Other sectors,$10+ billion (USD),Southern
Hireups,Data Scientist,Remote,1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,Remote,140000.0,2008.6,1.0,4.33,1.0,0.0,0.0,0.0,1.0,1.0,355.0,13.4,Small company,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Aptara,Data Scientist,"Pomona, CA",5001 to 10000 Employees,Subsidiary or Business Segment,Financial Services,Accounting & Tax,$100 to $500 million (USD),data scientist,mid,CA,56280.0,1988.0,1.0,3.4,1.0,0.0,0.0,0.0,0.0,0.0,110.0,34.0,Large company,Other institutions,Financial and housing services,$100 million to $1 billion (USD),Western
Amex,Data Scientist - Global Decision Science,"New York, NY",10000+ Employees,Company - Public,Financial Services,Financial Transaction Processing,$10+ billion (USD),data scientist,Senior,NY,127500.0,1850.0,0.0,4.3,1.0,0.0,0.0,0.0,1.0,1.0,610.0,172.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
JPL/NASA,Data Scientist IV,"Pasadena, CA",5001 to 10000 Employees,Nonprofit Organization,Government & Public Administration,National Agencies,Unknown / Non-Applicable,data scientist,Senior,CA,131287.0,1936.0,0.0,4.5,1.0,0.0,0.0,0.0,1.0,1.0,593.0,86.0,Large company,Other institutions,Other sectors,Unknown / Non-Applicable,Western
Plymouth Rock Assurance,Data Scientist,"Woodbridge, NJ",1001 to 5000 Employees,Company - Private,Insurance,Insurance Carriers,$5 to $25 million (USD),data scientist,Senior,NJ,98694.0,1982.0,0.0,3.2,0.0,0.0,0.0,0.0,1.0,0.0,373.0,40.0,Large company,Company - Private,Financial and housing services,$5 to $100 million (USD),Northeastern
Devcare Solutions,Data Scientist (healthcare domain),Remote,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data scientist,Senior,Remote,125000.0,2005.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,190.0,17.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote
ABC Legal Services,Data Scientist,"Seattle, WA",201 to 500 Employees,Company - Private,Legal,Legal,$25 to $100 million (USD),data scientist,Senior,WA,70000.0,1974.0,0.0,2.8,1.0,0.0,0.0,1.0,0.0,1.0,299.0,48.0,Medium-sized company,Company - Private,Other sectors,$5 to $100 million (USD),Western
Lyra Health,Data Scientist (Remote,"Burlingame, CA",201 to 500 Employees,Company - Private,Healthcare,Health Care Services & Hospitals,$100 to $500 million (USD),data scientist,Senior,CA,113885.0,2015.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,504.0,7.0,Medium-sized company,Company - Private,Healthcare,$100 million to $1 billion (USD),Western
Sepion Technologies,Staff Scientist - Data Science,"Emeryville, CA",1 to 50 Employees,Company - Private,"Energy, Mining & Utilities",Energy & Utilities,Unknown / Non-Applicable,data scientist,Senior,CA,134163.0,2015.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,598.0,7.0,Small company,Company - Private,Industry,Unknown / Non-Applicable,Western
KeyBank,Climate Risk Data Scientist,Remote,10000+ Employees,Company - Public,Financial Services,Banking & Lending,$5 to $10 billion (USD),data scientist,Senior,Remote,92500.0,1849.0,0.0,3.8,1.0,0.0,1.0,1.0,1.0,1.0,589.0,173.0,Huge company,Company - Public,Financial and housing services,$1 to $10 billion (USD),Remote
S3vision Inc,Data Scientist,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data scientist,mid,Remote,115000.0,1950.9,1.0,3.9300000000000006,1.0,0.0,0.0,0.0,0.0,0.0,109.0,71.1,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Corteva Agriscience,Senior Data Scientist,"Indianapolis, IN",10000+ Employees,Company - Public,Agriculture,Farm Support,Unknown / Non-Applicable,data scientist,Senior,IN,110963.0,2019.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,434.0,3.0,Huge company,Company - Public,Other sectors,Unknown / Non-Applicable,Midwestern
BD,Data Scientist (Remote),"Franklin Lakes, NJ",10000+ Employees,Company - Public,Manufacturing,Health Care Products Manufacturing,$10+ billion (USD),data scientist,Senior,NJ,99003.0,1897.0,0.0,3.9,1.0,1.0,1.0,1.0,1.0,1.0,629.0,125.0,Huge company,Company - Public,Industry,$10+ billion (USD),Northeastern
Veho,Staff Data Scientist,Remote,51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,Remote,176634.0,2010.9,0.0,3.3,1.0,1.0,0.0,0.0,0.0,1.0,688.0,11.1,Medium-sized company,Company - Private,Unknown,Unknown / Non-Applicable,Remote
Swyfft,Senior Data Scientist (US Remote),"New York, NY",Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data scientist,Senior,NY,126425.0,1935.3,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,527.0,86.7,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Northeastern
Virginia Tech Applied Research Corporation,Junior Data Scientist,"Chantilly, VA",1 to 50 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),data scientist,junior,VA,80947.0,2012.0,0.0,3.4,1.0,0.0,0.0,0.0,0.0,0.0,467.0,10.0,Small company,Other institutions,Other sectors,$5 to $100 million (USD),Southern
Ibotta,Senior Data Scientist,"Denver, CO",501 to 1000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data scientist,Senior,CO,125000.0,2012.0,0.0,3.8,1.0,1.0,0.0,0.0,0.0,1.0,549.0,10.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
